age,income,loan,credit,approved
34,37201,5000,756,1
59,42806,39609,830,1
47,102422,5000,806,1
46,74847,105864,506,0
36,153335,5000,674,1
63,47931,5000,633,1
28,105454,42428,718,0
51,90456,7919,753,1
67,71425,67695,599,0
24,57579,5000,740,1
61,99004,62250,678,0
75,96706,110576,661,0
51,83079,5000,717,1
37,92025,71006,669,0
67,76459,173662,759,0
55,25000,91705,652,0
41,78374,5000,773,1
27,64257,56788,678,1
49,152849,5000,513,0
69,100335,5000,623,1
32,83060,149340,672,0
54,93513,62632,705,0
37,34075,153070,673,0
20,50609,64092,631,0
54,61608,5000,804,1
74,90536,33454,778,1
57,57609,51450,595,0
25,54942,207088,621,0
57,32285,86241,702,0
61,76004,5000,669,1
73,81622,14531,488,0
40,92140,67823,629,0
57,47159,5000,731,1
28,89831,28575,687,1
63,33389,13614,614,0
25,66237,68863,640,0
46,87062,22095,664,1
47,64651,5000,850,1
73,25000,26362,682,0
27,25000,91458,629,0
56,83835,145616,806,0
45,98186,106968,720,0
66,88572,5000,623,1
53,99149,5000,681,1
30,63778,5000,666,1
49,104537,150448,718,0
53,88442,69599,591,0
54,49421,241145,596,0
43,95578,132753,661,0
39,86842,37631,618,0
21,141899,5000,751,1
48,130172,59933,608,0
35,71307,97288,848,0
55,58292,126875,669,0
41,137364,6879,689,1
73,97061,205358,704,0
40,68034,26451,674,1
39,25000,124656,762,0
19,44780,56938,690,0
48,41998,5000,643,1
72,69144,5000,584,0
28,99740,5000,707,1
45,105850,124138,744,0
63,135001,90186,591,0
49,112255,77412,653,0
22,25000,154332,747,0
55,116200,5000,620,1
27,144332,5000,619,0
57,142352,5000,669,1
63,26485,5000,772,1
41,67356,5000,744,1
52,113438,5000,772,1
61,28666,5000,610,0
65,25000,5000,633,0
40,87558,24734,667,1
34,47976,172968,658,0
18,25000,5000,625,1
72,124180,115877,713,1
48,81572,47694,565,0
48,54172,64957,690,0
59,36452,41582,796,0
74,81982,5000,685,1
72,95616,5000,621,1
59,88037,75886,590,0
70,25000,33695,705,0
73,94074,5000,801,1
51,102777,12602,694,1
26,61263,77389,656,0
39,116584,5000,626,1
30,40923,5000,576,0
42,126623,151469,699,0
65,80292,77145,567,0
35,55153,156932,744,0
68,62262,5000,723,1
29,114971,116534,664,0
57,84489,5000,725,1
34,100802,96425,692,1
32,117986,5000,724,1
59,53960,66572,742,0
32,80091,70616,662,0
32,66021,85058,589,0
72,115682,5000,838,1
56,59701,55314,665,0
30,76913,32007,650,0
34,166828,130353,711,1
49,126404,5000,666,1
26,33590,5000,591,0
57,111079,5000,596,0
37,102550,7145,617,0
43,30974,5000,705,1
44,70597,5950,631,1
38,37091,6323,745,1
35,25000,141553,669,0
30,69161,18238,674,1
33,54756,120502,684,0
26,30963,60742,607,0
29,74616,5000,769,1
61,25000,30677,701,0
55,76650,153642,667,0
36,75615,111213,642,0
24,102149,126200,641,0
74,25000,70386,598,0
52,160576,5000,586,0
65,145232,161204,586,0
35,44071,74758,754,0
33,133389,104472,626,1
72,109282,38682,604,0
56,57422,5000,770,1
21,50725,61595,684,0
42,53751,165515,597,0
49,188054,94660,719,1
57,129404,74306,781,1
30,66889,5000,727,1
62,70343,151843,689,0
34,108897,137779,712,0
66,107145,5000,763,1
54,36724,104313,800,0
23,86901,10043,613,0
36,52898,53334,681,0
30,81087,5000,722,1
74,73079,39661,692,1
43,115705,5000,717,1
31,64268,5000,834,1
48,79732,71415,661,1
71,25000,5000,581,0
21,87946,64312,809,1
56,43859,38777,803,1
25,25000,220557,718,0
42,120164,5000,645,1
30,73329,5000,740,1
49,25000,5000,682,1
55,43655,144378,658,0
55,75200,38517,632,0
73,76389,17089,678,1
45,55023,91623,718,0
70,25000,5000,691,1
47,52923,5000,741,1
20,117841,52811,664,1
45,131095,42970,650,1
20,50700,5000,707,1
62,150333,58448,686,1
71,25000,177988,783,0
51,42598,65811,655,0
33,110659,5000,644,1
39,104362,143368,668,0
49,74615,189148,651,0
55,30234,72330,635,0
25,30128,43705,565,0
72,45972,5000,599,0
25,31866,5000,671,0
74,80228,5445,588,0
23,71309,5000,719,1
31,28545,5000,705,1
49,60804,39880,633,0
52,25000,5000,676,1
27,88568,151556,666,0
20,103669,35955,553,0
29,38527,70363,711,0
66,43544,70744,638,0
48,85315,60611,611,0
46,79250,33796,727,1
22,105924,109957,697,0
69,43932,126734,743,0
42,48577,5000,671,1
58,66172,5000,695,1
48,32355,5000,735,1
38,65300,5000,797,1
75,33009,5000,658,1
37,91702,5000,697,1
56,37587,9447,720,1
39,85115,5000,719,1
21,133264,5000,644,1
30,92128,143814,672,0
62,82035,9888,719,1
59,25000,77358,692,0
67,130561,24615,814,1
66,119629,39190,658,1
37,68746,20759,624,1
69,59635,89439,713,0
30,42440,5000,614,0
34,146575,43683,647,1
71,106358,5000,685,1
53,44663,83616,677,0
50,118970,5000,675,1
18,128565,82044,640,1
32,74151,46684,705,0
30,61226,5000,832,1
34,35276,169689,738,0
41,103297,74627,550,0
75,57916,5000,651,1
25,56263,42539,717,0
67,74538,5000,575,0
44,42279,5000,510,0
62,136136,125699,629,1
40,113716,5000,623,1
63,78062,92987,794,0
25,40950,123380,704,0
25,43109,5000,669,1
43,41345,196398,657,0
64,25772,37417,711,0
30,87907,33868,693,1
56,49302,5000,711,1
54,47017,5000,702,1
66,42442,5000,752,1
45,115143,5000,682,1
42,44657,123300,734,0
33,125761,5000,704,1
72,63492,5000,694,1
19,25196,5000,652,1
71,93770,5000,675,1
35,110491,101006,676,0
34,40678,5000,755,1
47,77529,19460,696,1
56,87738,5000,616,0
30,78825,106529,571,0
49,56674,5000,600,0
67,110264,5000,631,1
46,64955,5000,712,1
63,50772,5000,636,1
47,25000,5000,765,1
35,25000,18423,594,0
30,83636,158068,726,0
60,71918,13718,549,0
38,110497,123979,601,0
47,120211,105600,610,0
38,65195,26591,609,0
65,112945,106923,635,1
72,52526,48453,735,1
34,69004,5000,730,1
57,67860,26889,609,0
36,138162,46476,666,1
69,25000,171037,711,0
32,77365,5000,667,1
26,47158,66626,790,0
69,63039,5000,706,1
27,61328,153433,619,0
61,77882,127896,626,0
48,128876,5000,612,0
70,151080,169291,631,0
40,101262,116167,681,0
69,35834,131216,663,0
47,68014,155591,647,0
50,85424,120093,720,0
74,58723,5000,704,1
69,63917,150185,569,0
26,72153,5000,590,0
71,105888,5000,611,0
64,96207,5000,623,1
18,50593,56686,635,0
61,98713,5000,651,1
52,143974,5000,704,1
28,25000,5000,601,0
51,57506,5000,626,1
33,54465,35638,569,0
26,78196,5000,615,0
49,25000,5000,665,1
32,129443,61185,617,0
29,76871,174398,607,0
50,86925,5000,644,1
62,82292,101355,696,0
31,54338,30168,615,0
74,102946,80985,751,1
74,75209,95224,620,0
25,25000,30388,650,0
25,70673,5000,761,1
44,63897,5000,720,1
29,102869,122010,670,0
18,183056,80444,706,1
60,90107,108375,591,0
57,159791,84105,806,1
59,47550,115774,594,0
68,50115,47756,694,0
28,65142,5000,758,1
56,92007,52502,698,0
60,49375,173459,676,0
48,25000,58093,758,0
34,75922,5000,723,1
50,29280,88782,645,0
49,119633,203423,787,0
75,100754,5000,627,1
46,44619,56081,793,0
38,93231,68028,721,1
38,53073,46288,652,0
57,72912,93816,608,0
40,73333,5000,691,1
73,61574,80142,636,0
23,108227,123395,687,0
39,30233,11135,733,1
67,96479,94444,741,1
55,87181,5000,777,1
54,25000,5000,608,0
62,43223,5000,696,1
68,31244,66895,581,0
71,60342,5000,680,1
25,76937,37417,571,0
58,37864,5000,828,1
66,113765,5000,770,1
52,117311,84596,572,0
68,124376,5000,636,1
28,25000,214690,730,0
41,152926,160975,696,0
66,81642,24683,681,1
38,76891,5000,697,1
68,70925,53667,739,1
19,25000,176762,820,0
57,89390,114933,600,0
36,139477,120003,665,1
56,81160,153481,554,0
45,30396,5000,676,1
34,25000,116916,794,0
23,63239,185281,713,0
36,45238,5000,734,1
73,103102,5000,692,1
55,129816,154242,629,0
45,93786,141576,572,0
19,71596,5000,781,1
55,69698,5000,648,1
72,77843,20861,667,1
54,28602,5000,542,0
68,99090,5000,634,1
69,31767,5000,689,0
21,119646,119890,703,0
39,60470,141568,792,0
43,108232,120246,662,0
66,25000,5000,672,1
60,107950,23148,786,1
53,129501,5000,762,1
75,25000,47061,581,0
30,70459,90125,781,0
69,88395,5000,567,0
75,90354,5000,712,1
49,61417,155888,732,0
34,54366,115890,693,0
58,85130,57164,653,1
53,89102,5000,648,1
72,49903,99325,506,0
63,41998,16444,690,1
36,123455,5000,682,1
75,79306,5000,785,1
52,25000,66673,660,0
63,123700,12707,643,1
57,51114,70751,644,0
73,77669,67321,621,1
45,89994,5000,648,1
18,25000,84724,607,0
59,63447,92020,722,0
35,127702,27559,707,1
65,118574,31187,578,0
57,63385,30805,686,1
50,103633,151018,757,0
29,108900,60606,754,1
25,106860,39997,607,0
41,29158,67613,773,0
33,140646,65913,642,1
67,56446,22091,681,1
21,79373,5000,655,1
55,60948,38697,595,0
61,84190,77262,625,1
44,40429,53253,767,0
26,65995,5000,769,1
64,82310,14364,727,1
33,123985,109435,664,1
73,119157,5000,806,1
29,121182,5000,749,1
48,109746,40543,671,1
41,148867,113171,543,0
72,63394,175182,740,0
31,68689,101160,766,0
62,67042,5000,710,1
42,72554,5000,546,0
51,25000,179436,693,0
20,85590,5000,832,1
75,94842,41675,669,1
41,64703,20647,817,1
71,25000,24472,729,0
59,75857,5000,683,1
26,25000,173686,778,0
43,92092,5000,637,1
37,79772,42692,593,0
57,83694,5000,594,0
27,32558,79095,694,0
36,125463,13262,711,1
20,81808,5000,632,1
41,38430,116974,765,0
22,98185,5000,686,1
20,78909,142876,738,0
75,148476,5000,632,1
44,52885,10049,667,1
33,25098,5000,556,0
66,86573,32464,660,1
32,115489,5000,695,1
52,167918,79562,640,1
29,211744,87532,675,1
58,25000,150496,696,0
70,69590,97792,642,0
61,25231,96886,661,0
43,65104,84457,628,0
64,174089,12555,614,0
51,42211,159510,766,0
40,74121,74346,579,0
48,51765,227904,739,0
67,34868,170301,584,0
37,146711,57729,785,1
29,25000,61647,720,0
40,71699,96560,653,0
21,78518,156704,746,0
40,73678,5000,756,1
65,62371,134992,720,0
72,139573,59857,713,1
65,25000,116424,695,0
18,92458,5000,779,1
71,94239,5000,678,1
42,86479,57148,688,1
19,41766,108093,740,0
47,123201,5000,657,1
20,121199,5000,757,1
75,40356,5000,742,1
38,27084,63452,850,0
42,25000,189486,671,0
37,84016,5000,721,1
66,76871,92748,712,0
69,60555,39724,736,1
39,158252,59513,675,1
38,56556,5000,712,1
50,82499,82378,690,0
69,67227,13903,740,1
55,153524,173336,545,0
32,25000,5000,663,1
75,62603,108301,828,0
75,99570,187888,787,0
63,66104,125094,701,0
69,25000,5000,721,0
32,82063,5000,716,1
63,25000,66263,724,0
42,101809,34946,618,0
38,58469,71237,633,0
41,51741,125619,634,0
74,116846,36991,648,1
75,34871,5000,790,1
22,25000,46599,598,0
23,38580,151546,817,0
66,156880,32854,708,1
60,34852,202127,598,0
65,89620,100810,640,0
61,108734,93190,710,1
64,37410,5000,589,0
40,37461,19983,655,0
21,82206,71785,600,0
44,84012,27622,724,1
35,128904,130880,601,0
38,44230,47066,574,0
45,59909,5000,782,1
52,188535,58236,658,1
39,25000,5000,652,1
57,25000,88027,712,0
40,25000,5000,678,1
20,119064,181911,622,0
57,57468,5000,637,1
67,57454,8058,730,1
27,36391,49501,612,0
42,111736,5000,677,1
69,25000,5000,796,1
66,51739,190202,659,0
25,37974,96546,766,0
72,25000,5000,609,0
28,55870,5000,692,1
22,72632,5000,767,1
75,43979,26666,640,1
62,64268,155846,814,0
70,65294,14861,676,1
72,69678,5000,598,0
54,32838,115549,750,0
73,30540,63832,790,0
62,76877,33584,592,0
55,25000,97104,710,0
46,66434,5000,632,1
22,140419,76154,608,0
26,73447,141128,618,0
65,25000,5000,694,0
19,82192,8778,770,1
18,107739,5000,675,1
57,43187,5000,709,1
68,63041,5000,641,1
47,39892,175104,671,0
28,56512,5000,619,0
45,48378,62288,553,0
61,92426,146140,644,0
29,141330,5000,759,1
56,77288,48793,505,0
43,25000,5000,757,1
30,176177,5000,703,1
25,98315,5000,670,1
71,106458,5000,643,1
45,72450,5000,713,1
75,84309,5082,777,1
47,61326,115493,698,0
26,111147,76906,665,0
56,55903,255526,850,0
48,94574,52929,686,1
75,113776,86001,565,0
38,124837,138600,702,0
73,116277,5000,638,1
64,34056,136767,655,0
51,137909,5000,769,1
72,101570,72090,741,1
48,87223,111105,556,0
69,91835,5000,558,0
42,68664,5000,689,1
29,56335,28554,748,1
18,60259,5000,522,0
72,126525,60692,748,1
39,78242,169708,850,0
57,86268,5000,763,1
54,77405,128936,624,0
64,48283,73331,724,0
18,25000,5000,696,1
18,105748,5000,804,1
74,101511,54734,759,1
59,74541,160960,617,0
71,31390,98113,721,0
59,147832,5000,622,1
38,61353,65618,752,0
32,84930,5000,662,1
34,46874,106230,677,0
39,25000,5000,691,1
55,98585,5000,641,1
52,25000,8829,687,1
62,84161,5000,712,1
33,84277,18265,660,1
25,30209,118287,695,0
64,25000,5000,627,1
34,44182,28232,593,0
34,49897,21412,677,0
71,25000,75535,751,0
43,29994,19126,748,1
30,78036,110456,744,0
34,154584,143484,750,1
55,115305,116908,692,0
34,81420,5000,641,1
65,120133,189580,661,0
31,121218,5000,671,1
62,62800,91876,633,0
23,85315,126919,721,0
52,114115,201284,637,0
63,119578,115530,550,0
31,119962,5000,754,1
64,33919,108385,715,0
25,122002,24227,559,0
32,149323,123244,634,1
71,134737,50487,673,1
44,31579,149360,679,0
30,25000,37346,827,0
66,93609,110229,612,0
48,133993,5000,608,0
70,84046,129726,769,0
73,65600,5000,667,1
52,71392,91563,762,0
23,115819,64561,661,0
22,62135,47241,765,1
39,94238,5000,660,1
75,69785,5000,671,1
66,39466,131536,607,0
40,36332,5000,800,1
42,96012,5000,627,1
51,25000,5000,590,0
43,94170,130429,793,0
64,68175,71940,726,0
22,112843,149050,790,0
43,99058,90969,630,0
37,76784,5000,722,1
23,32305,181339,778,0
23,34470,5000,600,0
67,49201,5000,702,1
35,109743,55379,648,1
21,145748,68444,652,1
34,88195,102023,622,0
74,51431,8073,709,1
31,55599,147783,663,0
31,57439,5000,615,0
30,116604,5000,779,1
24,56656,5000,683,1
61,73252,16328,570,0
72,128791,101704,632,1
32,52300,92085,576,0
36,97282,59527,636,1
60,111018,5000,704,1
64,77537,133736,723,0
61,153164,40472,739,1
52,141618,65398,636,1
34,85523,5000,655,1
52,42847,5000,710,1
36,44737,102858,740,0
37,83505,235334,670,0
53,31398,69396,724,0
52,85757,103320,640,0
49,142523,101599,529,0
75,77499,39843,743,1
65,74242,5000,719,1
61,109127,92726,673,1
57,95993,156297,692,0
41,29067,77620,760,0
34,56790,17571,679,1
24,150758,69724,477,0
60,88017,31182,537,0
67,34742,141644,773,0
18,67326,54307,721,0
52,25000,95235,759,0
49,25000,128172,784,0
53,114290,95642,779,1
30,74821,42989,581,0
23,95755,5000,665,1
75,121315,73221,618,0
31,88578,112404,691,0
54,104324,5000,585,0
65,85292,71576,683,0
32,126455,38854,559,0
64,145937,5000,655,1
21,82982,64734,782,1
57,81305,148638,632,0
33,87806,40359,631,0
45,70778,5000,688,1
33,58988,66698,692,0
21,116933,125780,701,0
62,59042,5000,624,1
43,56735,18783,637,1
45,110934,8410,684,1
49,114004,45162,748,1
62,168338,5927,628,1
19,123786,143474,666,0
48,108081,141441,544,0
20,113853,5000,649,1
71,69084,143410,694,0
25,97488,5000,740,1
41,99385,5000,624,1
32,53317,85393,692,0
60,73042,42598,699,1
48,113095,47167,554,0
26,74259,65862,592,0
56,99462,5000,715,1
62,110871,135892,684,0
19,109005,91329,686,1
25,144226,27614,614,0
24,51748,110003,578,0
73,140700,72411,713,1
61,93971,16543,691,1
68,108361,13124,544,0
56,102878,5000,673,1
59,100854,5000,804,1
74,49505,21154,721,0
33,106891,42700,617,0
52,25000,5000,691,1
47,158810,39224,665,1
27,90272,5000,795,1
55,121398,5000,601,0
35,102272,77430,770,1
67,76463,49775,596,0
22,53370,25235,703,0
70,45786,76817,725,0
46,106174,5000,760,1
56,104079,5000,733,1
51,97337,5000,573,0
60,70289,21731,680,1
62,91529,91144,715,0
40,58085,5000,756,1
22,47767,5000,600,0
47,63907,117116,614,0
23,65666,5000,577,0
73,133568,111267,679,1
75,25000,30695,698,0
63,73678,5000,704,1
61,100293,5000,661,1
21,154421,15054,672,1
46,50702,82210,672,0
40,30363,28902,663,0
23,103919,103384,551,0
49,81594,101086,613,0
59,66168,94429,717,0
35,92505,97831,648,0
32,109473,5000,644,1
57,104481,92503,768,1
75,87069,200486,755,0
49,127672,108187,628,1
26,82895,5000,784,1
54,76724,5000,666,1
27,103555,39113,735,1
37,25000,91658,677,0
23,99630,44292,635,0
65,62871,5000,736,1
73,25000,90640,616,0
20,92007,105056,668,0
59,56669,5000,679,1
28,25000,106865,653,0
60,40154,39716,584,0
34,142586,68990,715,1
49,52732,70352,744,0
21,87918,53044,691,0
21,31634,5000,626,1
34,159037,69999,831,1
58,77773,33685,663,1
36,47637,56359,662,0
22,110403,8173,475,0
49,157007,61610,593,0
39,58669,29962,761,1
73,46838,5000,850,1
23,166806,72953,770,1
52,70092,116427,607,0
39,65535,62854,713,1
18,25000,16356,652,0
37,73653,62674,654,1
39,25000,5000,588,0
65,52596,94223,716,0
72,25000,101526,591,0
28,124405,27990,518,0
30,25000,40826,651,0
59,25000,5000,500,0
20,38671,77581,623,0
26,124893,13013,721,1
29,57200,5000,759,1
40,62549,40484,724,0
31,94137,22650,663,1
50,68933,5000,641,1
35,124518,109328,615,0
66,65414,5000,784,1
58,66070,5000,591,0
26,165567,119845,688,1
40,77206,63852,721,1
27,84222,5000,541,0
36,66582,30610,510,0
64,25000,5000,721,1
22,109914,5000,578,0
64,141421,5000,701,1
69,125228,86316,618,0
40,52676,5000,698,1
47,68071,5000,708,1
42,88967,13515,750,1
45,87557,236970,711,0
51,102238,68977,695,0
62,83122,97276,801,0
73,60546,5000,611,0
65,80477,65838,683,1
64,114951,31228,743,1
42,191651,5000,493,0
27,55042,14190,786,1
31,84048,5000,668,1
59,60468,42148,710,1
74,87302,14273,645,1
63,114026,5000,710,1
75,66675,11875,698,1
47,25000,100911,601,0
72,116142,5000,649,1
58,80216,5000,715,1
42,61318,57407,782,1
31,52388,5000,653,1
52,87448,131279,589,0
69,47165,122539,704,0
65,51839,126788,658,0
51,25055,82493,736,0
27,47705,108158,627,0
52,100234,31910,584,0
28,25000,5000,789,1
28,121082,5000,646,1
38,27841,5000,616,0
38,80997,5000,632,1
39,94397,6801,778,1
62,107985,16363,840,1
24,107995,231793,624,0
72,71638,5000,666,1
34,68137,12453,702,1
19,98861,202366,549,0
29,86121,5000,644,1
74,61167,5000,812,1
59,89838,14734,657,1
35,68314,5000,768,1
71,50978,117387,675,0
28,59866,42040,531,0
33,94456,5000,749,1
66,37876,55542,655,0
68,119253,45512,780,1
35,52709,5000,694,1
52,25000,65684,680,0
70,97101,69949,712,0
43,25000,5000,706,1
33,34523,5000,558,0
23,171898,5000,754,1
74,117399,5000,677,1
61,114095,77713,681,1
60,30247,5000,709,1
64,67534,15920,743,1
64,124657,5000,753,1
65,100585,105880,726,0
59,120434,5000,557,0
29,146261,5000,675,1
30,101404,34136,614,0
21,25772,115891,692,0
56,98935,66237,666,1
71,65578,5000,822,1
19,25000,5000,584,0
43,110782,5000,680,1
44,123082,183983,687,0
44,71244,154137,647,0
32,87819,53071,678,1
25,25000,29030,829,0
24,119950,5000,705,1
64,106730,18331,785,1
72,85008,101294,647,0
63,25000,88344,734,0
57,25000,5000,623,1
29,156063,94059,618,0
30,35017,122566,555,0
60,80367,32766,605,0
34,36252,108549,683,0
34,25000,162026,788,0
73,92920,183222,671,0
53,99154,5000,696,1
38,25000,65470,760,0
25,119331,86270,657,0
22,53935,28487,611,0
43,31696,129490,619,0
33,29072,34468,758,0
53,109849,17773,690,1
45,25000,5000,690,1
71,25313,5000,617,0
46,92263,5000,774,1
64,86947,5000,809,1
29,34120,129559,692,0
54,126453,101093,744,1
47,30477,85186,634,0
40,66658,119029,769,0
33,61362,7961,720,1
31,61517,47700,593,0
27,67186,5000,711,1
24,65992,118730,711,0
62,65499,5000,692,1
69,67722,118707,715,0
54,118414,5000,676,1
46,65703,13513,667,1
20,102677,5000,697,1
32,80948,19110,655,1
53,89649,5000,634,1
64,106116,5000,757,1
63,29389,73785,639,0
69,100095,47981,668,1
36,66513,109934,646,0
30,36559,63468,619,0
59,106031,5000,787,1
38,57984,218123,579,0
54,90099,5000,707,1
44,25000,55164,670,0
72,104043,88870,713,1
69,178603,53415,668,1
46,74693,13994,714,1
37,64457,148924,699,0
42,56548,119857,721,0
23,97223,28299,802,1
53,62835,5000,549,0
19,100902,5000,685,1
39,143897,5000,610,0
49,108641,25207,629,1
33,68013,5000,613,0
35,30380,29464,659,0
22,58671,94258,758,0
71,68572,5000,653,1
53,25000,28174,704,0
47,118477,54592,742,1
62,97763,68755,620,0
36,33056,13990,624,0
40,25000,170853,680,0
51,103714,30274,553,0
30,25000,5000,820,1
60,78357,5000,680,1
71,58619,133851,719,0
46,106999,127578,666,0
53,107462,5000,724,1
39,42148,6187,667,1
69,110518,5000,719,1
69,63421,92328,770,0
64,75758,5000,525,0
53,76578,154798,726,0
26,164926,5000,642,1
56,70224,18787,602,0
68,25000,5000,578,0
36,46411,82547,686,0
55,104521,5000,699,1
23,63637,16287,636,1
69,75598,14713,591,0
64,57721,5000,688,1
32,25000,127489,684,0
74,43879,166296,722,0
37,71908,5000,728,1
26,25000,40347,761,0
49,27846,5000,727,1
21,61399,5000,565,0
67,61747,5000,679,1
35,90776,5000,750,1
22,63925,129927,739,0
37,89305,64403,850,1
40,46998,5000,742,1
28,83462,5000,585,0
54,133844,5000,569,0
39,86558,5000,683,1
75,65599,71531,690,0
21,37290,19819,641,0
46,78479,166781,733,0
61,66280,5000,504,0
51,97479,97856,647,0
30,25000,104956,520,0
59,67475,115469,627,0
26,91771,49651,655,1
59,80175,103819,753,0
48,61699,54460,594,0
24,61145,5000,670,1
21,31046,5000,643,1
36,90154,5000,671,1
59,91995,123104,652,0
47,25000,132353,662,0
48,105585,95163,634,1
52,48815,34904,705,1
74,59960,5000,757,1
38,149155,95888,682,1
48,139076,92532,820,1
36,25000,52788,685,0
48,25000,68347,736,0
70,32960,5000,626,1
49,138448,5000,671,1
19,50711,5000,658,1
69,25000,17572,594,0
27,124297,100163,626,1
19,98757,65098,705,0
19,165037,5000,769,1
41,98677,176564,719,0
34,73724,43845,703,1
49,85108,5000,619,0
33,56880,5913,713,1
33,127219,5000,635,1
63,129331,48092,597,0
56,25000,5000,617,0
70,112701,53547,671,1
48,32157,97206,642,0
60,171549,82773,700,1
41,135681,51189,653,1
18,29478,76051,699,0
28,84559,61387,658,0
72,114723,113732,676,1
38,50052,10838,611,0
21,25000,5000,780,1
24,79071,59254,565,0
43,68625,116703,850,0
64,38428,5000,713,1
67,124443,157807,570,0
29,25000,60527,686,0
